year,artist.inverted,track,time,genre,date.entered,date.peaked,x1st.week,x2nd.week,x3rd.week,x4th.week
2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,3/25/00,4/15/00,98,98,92,89
2000,"Levert, Gerald",Baby U Are,4:10,R&B,8/19/00,8/26/00,96,89,92,96
2000,"Hart, Beth",L.A. Song,3:47,Country,11/27/99,1/15/00,99,100,98,99
2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,1/1/00,1/22/00,98,100,100,90
2000,Funkmaster Flex,Do You,4:14,Rap,11/11/00,12/2/00,92,92,95,91
2000,"Price, Kelly",Love Sets You Free,3:46,Rock,5/13/00,5/20/00,92,91,98,100
2000,En Vogue,Riddle,5:10,Rock,6/17/00,6/17/00,92,92,97,100
2000,"Herndon, Ty",No Mercy,4:43,Country,3/18/00,5/6/00,100,99,99,NA
2000,Anastacia,I'm Outta Love,4:01,Pop,4/1/00,4/1/00,92,NA,NA,95
2000,Trina,Pull Over,2:58,Rap,9/9/00,9/16/00,97,93,96,100
2000,Lil' Mo,Ta Da,4:17,Rap,8/12/00,9/16/00,100,99,97,97
2000,A*Teens,Dancing Queen,3:44,Pop,7/8/00,7/29/00,97,97,96,95
2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,11/11/00,11/18/00,96,95,99,99
2000,De La Soul,All Good?,5:02,Rap,12/23/00,12/23/00,96,96,100,NA
2000,"Larrieux, Amel",Get Up,4:02,R&B,3/4/00,3/11/00,100,97,97,NA
2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,12/2/00,12/2/00,98,98,98,NA
2000,Tuesday,I Know,4:06,Rock,12/30/00,12/30/00,98,98,NA,NA
2000,LL Cool J,Imagine That,4:00,Rap,8/12/00,8/19/00,99,98,NA,NA
2000,Master P,Souljas,3:33,Rap,11/18/00,11/18/00,98,NA,NA,NA
2000,Ghostface Killah,Cherchez LaGhost,3:04,R&B,8/5/00,8/5/00,98,NA,NA,NA
2000,"Smith, Will",Freakin' It,3:58,Rap,2/12/00,2/12/00,99,99,99,99
2000,Zombie Nation,Kernkraft 400,3:30,Rock,9/2/00,9/2/00,99,99,NA,NA
2000,"Eastsidaz, The",Got Beef,3:58,Rap,7/1/00,7/1/00,99,99,NA,NA
2000,Fragma,Toca's Miracle,3:22,R&B,10/28/00,10/28/00,99,NA,NA,NA
