Pop_Code,Region,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,RosCount,AdultCount,RosDens,AdultDens,TotalDens,AvgRosWidth,AvgAdultHeight,AvgNLeaves,AvgNFruits,Herb,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
CBBOU4,NorthAm,7/19/11,40.044928,-105.253212,1582.2,3000,25,0,681,0,136.2,136.2, ,119.686,18.9,52.9,0.169561104,9.181222916,15.7988224,0.409316063,0.02774537,29.55809975,-9.039999962,38.59809875,14.14263439,-0.465254217,19.49938583,-0.465254217,409.0001526,14.92819977,3.037620068,0.428658992,160.1963959,46.80424881,125.6134491,46.80424881
CBBOU5,NorthAm,7/20/11,40.02725,-105.224367,1602.6,120,60,29,414,5.8,82.8,88.6,2.266666667,50.36,6.38,10.06,0.176270235,9.181222916,15.7988224,0.409316063,0.02774537,29.55809975,-9.039999962,38.59809875,14.14263439,-0.465254217,19.49938583,-0.465254217,409.0001526,14.92819977,3.037620068,0.428658992,160.1963959,46.80424881,125.6134491,46.80424881
CBCLL1,Europe,7/23/11,43.6329,3.8917,43,400,15,4,354,0.8,70.8,71.6,2.25,82.32432432,0,13.05405405, ,13.99608803,10.11387444,0.376522005,0.01963323,28.40970039,1.548390031,26.86130905,13.43089867,20.77210808,21.4022541,6.89648056,746,23.39500046,6.009029865,0.29387641,244.8746948,115.1333237,123.8785172,208.1954041
CBCLL1_2012,Europe,7/14/12,43.6329,3.8917,35,400,10,363,0,72.6,0,72.6,4.941860465, , , , ,13.99608803,10.11387444,0.376522005,0.01963323,28.40970039,1.548390031,26.86130905,13.43089867,20.77210808,21.4022541,6.89648056,746,23.39500046,6.009029865,0.29387641,244.8746948,115.1333237,123.8785172,208.1954041
CBMCK1,NorthAm,7/7/09,40.04498333,-105.2325,1606.9,50,95,293,436,58.6,87.2,145.8,15.28,96.88125,8.979166667,25.8125,0.833361751,9.181222916,15.7988224,0.409316063,0.02774537,29.55809975,-9.039999962,38.59809875,14.14263439,-0.465254217,19.49938583,-0.465254217,409.0001526,14.92819977,3.037620068,0.428658992,160.1963959,46.80424881,125.6134491,46.80424881
CBSVB1,Europe,7/20/11,43.7249,3.8675,72,100,40,46,33,9.2,6.6,15.8,5.164285714,98.4375,0,29.625, ,13.50505733,10.131423,0.374432296,0.019954516,28.19680023,1.138710022,27.05809021,12.90390015,20.39959908,21.0360775,6.329714775,750.9998779,22.99349976,6.722489834,0.261060238,243.4904938,125.7667007,133.144104,200.6781006
CBSVB1_2012,Europe,7/8/12,43.7249,3.8675,72,100,50,40,3,8.888888889,0.666666667,9.555555556,8.40625,52,35.33333333,44,0.194920635,13.50505733,10.131423,0.374432296,0.019954516,28.19680023,1.138710022,27.05809021,12.90390015,20.39959908,21.0360775,6.329714775,750.9998779,22.99349976,6.722489834,0.261060238,243.4904938,125.7667007,133.144104,200.6781006
CCKGBG1,NorthAm,6/24/11,39.8075,-77.29472222,168,14000,60,177,54,35.4,10.8,46.2,5.304347826,56.14814815,6.555555556,11.96296296,0.190502019,11.31539917,12.25003529,0.337676287,0.029818427,29.78389931,-6.493549824,36.27745056,16.02239037,0.157841533,21.94242668,0.157841533,1039.999878,23.27770042,16.60460091,0.090181887,289.2394104,229.8350067,270.3006897,229.8350067
CCKGBG2,NorthAm,6/25/11,39.78222222,-77.20555556,132,2400,75,174,203,34.8,40.6,75.4,3.829787234,86.02272727,7.227272727,15.61363636,0.426083308,11.31539917,12.25003529,0.337676287,0.029818427,29.78389931,-6.493549824,36.27745056,16.02239037,0.157841533,21.94242668,0.157841533,1039.999878,23.27770042,16.60460091,0.090181887,289.2394104,229.8350067,270.3006897,229.8350067
CGGP1,NorthAm,6/29/11,45.10459444,-64.307,20,276.4,80,1002,385,200.4,77,277.4,9.25,93.97142857,18.62857143,15.8,0.010408163,6.313426495,10.11732864,0.285826087,0.03057728,24.59679985,-10.80000019,35.39680099,-1.518629432,14.27235508,17.17166328,-4.855840206,1261,30.86260033,20.11750031,0.150160104,386.9548035,268.4661865,272.6276855,360.3911133
CGGP2,NorthAm,6/29/11,45.10099167,-64.307,31,2000,30,236,515,47.2,103,150.2,11.71428571,85.92307692,17.58974359,28.38461538,0.245140783,6.313426495,10.11732864,0.285826087,0.03057728,24.59679985,-10.80000019,35.39680099,-1.518629432,14.27235508,17.17166328,-4.855840206,1261,30.86260033,20.11750031,0.150160104,386.9548035,268.4661865,272.6276855,360.3911133
CMICI1,NorthAm,6/11/11,41.72149,-91.523007,200.8632,75,70,210,90,42,18,60,6.561666667,81.94702703,18.08108108,31.64864865,0.043968313,9.734922409,11.62489891,0.279184312,0.036808401,29.81940079,-11.81939983,41.63880157,21.93824196,-4.430144787,22.29047394,-4.430144787,900.0004272,26.35479927,5.748650074,0.413579375,331.0049133,98.21112061,329.5437012,98.21112061
CRSORO,NorthAm,7/10/11,44.89568,-68.675117,59,960,80,368,251,73.6,50.2,123.8,3.348837209,38.46511628,4.906976744,4.860465116,0.045634921,6.303122997,11.59443855,0.290164918,0.033949196,26.04520035,-13.91289997,39.95809937,0.458402425,-3.262038231,18.12149429,-6.344790459,1049.000244,25.83250046,17.9904995,0.099931814,301.4454041,239.0209045,252.604599,260.7420959
CSIAS1,Europe,6/24/11,47.23432,27.49709,173,45,85,5,111,1,22.2,23.2,4,52.90243902,5.292682927,9.073170732,0.909657416,9.659187317,9.782757759,0.293890268,0.029665533,26.4612999,-6.825809956,33.28710938,19.23334694,-1.188088894,19.73620033,-1.584563494,555.000061,20.50460052,6.211480141,0.431930214,227.9815063,82.62310028,216.6493988,83.8232193
CSIAS2,Europe,6/24/11,47.24313,27.4853,146,40,85,3,68,0.75,17,17.75,3.333333333,71.54545455,6.117647059,10.72727273,0.870938375,9.659187317,9.782757759,0.293890268,0.029665533,26.4612999,-6.825809956,33.28710938,19.23334694,-1.188088894,19.73620033,-1.584563494,555.000061,20.50460052,6.211480141,0.431930214,227.9815063,82.62310028,216.6493988,83.8232193
CSIAS3,Europe,6/24/11,47.29083,27.427236,151,10,70,1,108,0.4,43.2,43.6,3,88.18181818,7.454545455,20.36363636,0.541197691,9.659187317,9.782757759,0.293890268,0.029665533,26.4612999,-6.825809956,33.28710938,19.23334694,-1.188088894,19.73620033,-1.584563494,555.000061,20.50460052,6.211480141,0.431930214,227.9815063,82.62310028,216.6493988,83.8232193
CSIAS4,Europe,6/24/11,47.21724,27.52551,149,15,60,0,204,0,102,102, ,90,8.1,22.65,0.288492063,9.80120182,9.749753952,0.292870432,0.029716266,26.57419968,-6.71612978,33.29032898,19.37600327,-1.083498478,19.87662315,-1.459780812,565.0001831,20.94610023,6.368450165,0.41746527,229.4810944,88.17106628,218.414093,88.91120911
CSIAS5,Europe,6/24/11,47.21061,27.53083,202,4,50,0,152,0,76,76, ,95.75,8.35,21.2,0.223145637,9.80120182,9.749753952,0.292870432,0.029716266,26.57419968,-6.71612978,33.29032898,19.37600327,-1.083498478,19.87662315,-1.459780812,565.0001831,20.94610023,6.368450165,0.41746527,229.4810944,88.17106628,218.414093,88.91120911
CSIAS6,Europe,7/11/11,47.14041,27.54992,128,9,70,2,140,1.333333333,93.33333333,94.66666667,3,94.64285714,11.57142857,15.57142857,0.166780045,9.555137634,9.758178711,0.293123513,0.029661264,26.37420082,-6.916130066,33.29032898,19.11438751,-1.283498526,19.64031982,-1.661190867,569,20.95490074,6.368850231,0.413423777,230.0522003,89.74289703,218.4947052,90.08040619
CSIAS7,Europe,7/11/11,47.13992,27.54691,135,15,70,29,229,11.6,91.6,103.2,3,64.12,7.48,8.4,0.018095238,9.555137634,9.758178711,0.293123513,0.029661264,26.37420082,-6.916130066,33.29032898,19.11438751,-1.283498526,19.64031982,-1.661190867,569,20.95490074,6.368850231,0.413423777,230.0522003,89.74289703,218.4947052,90.08040619
CSIAS8,Europe,7/11/11,47.10535,27.46679,138,12,70,6,174,3,87,90,2.25,95.26315789,8.789473684,13.36842105,0.05,9.238042831,9.774664879,0.295220762,0.02953901,25.9741993,-7.135479927,33.10968018,18.37557411,-1.530893087,19.28508377,-1.921085358,563.999939,20.52099991,6.44204998,0.426474929,230.6394043,85.17162323,218.7388,85.91168976
CWPRR,NorthAm,6/8/10,39.08057778,-76.76395,25.91,40,98,186,64,37.2,12.8,50,3.616666667,57.28846154,9.038461538,18,0.624633937,12.89760017,11.57985115,0.331066191,0.029072091,30.58390045,-4.393549919,34.97745132,23.3837471,2.065070391,23.40434265,2.065070391,1079.999756,24.34519958,16.83259964,0.10192845,301.3967896,239.1878967,301.2703857,239.1878967
CWRIC1,NorthAm,6/13/11,37.550974,-77.51833,29,25,50,13,24,4.333333333,8,12.33333333,6.25,104.8461538,44.23076923,57.38461538,0.229340554,13.79212952,12.8260107,0.368836761,0.027322764,30.90970039,-3.864520073,34.77421951,23.51563072,3.813275337,23.64429283,3.505198479,1091.999878,25.04969978,18.16049957,0.090711616,306.8783875,250.9235992,306.4468994,251.9730072
CWRIC2,NorthAm,6/4/11,37.544016,-77.509875,30,35,90,33,33,9.428571429,9.428571429,18.85714286,2.875,78.25,11.625,17.5625,0.153688142,13.79212952,12.8260107,0.368836761,0.027322764,30.90970039,-3.864520073,34.77421951,23.51563072,3.813275337,23.64429283,3.505198479,1091.999878,25.04969978,18.16049957,0.090711616,306.8783875,250.9235992,306.4468994,251.9730072
DBAUG1,NorthAm,6/1/11,44.309109,-69.770908,17,9,60,2,264,1.333333333,176,177.3333333,5.5,84.66666667,13.53333333,17.86666667,0,7.346876144,11.43664551,0.294196308,0.033085972,26.57099915,-12.30319977,38.87419891,2.931347132,18.47052002,18.94298553,-4.942670345,1105.999878,26.99160004,17.76370049,0.101965286,313.5748901,252.571701,253.5395966,265.3959045
DBOH1,NorthAm,6/28/10,41.629301,-81.30827,250,200,80,31,45,7.75,11.25,19,4.5,69.24242424,9.484848485,16.45454545,0.191564014,8.900727272,10.5063715,0.293262392,0.031349611,26.78389931,-9.041939735,35.82584,18.80826378,-2.260235786,19.81000328,-2.843940735,1046.999878,23.45299911,13.36559963,0.138917997,292.6594849,206.107605,290.7416077,209.8497009
DBOH2,NorthAm,6/28/10,41.601067,-81.299686,305,200,80,0,196,0,39.2,39.2, ,66.875,9,17.6875,0.058291477,8.900727272,10.5063715,0.293262392,0.031349611,26.78389931,-9.041939735,35.82584,18.80826378,-2.260235786,19.81000328,-2.843940735,1046.999878,23.45299911,13.36559963,0.138917997,292.6594849,206.107605,290.7416077,209.8497009
DFKON1,Europe,7/11/11,47.698,9.18,441,23,95,33,138,6.6,27.6,34.2,10.36,66.5,7.84,9.92,0.796212121,9.272830009,8.295325279,0.315992653,0.022851525,23.70969963,-2.541939974,26.25164032,17.085186,1.831823468,17.48791504,1.056928992,944.9995117,26.70070076,10.7887001,0.279911041,332.8013,160.5608063,324.8934021,173.1672058
DFKON2,Europe,7/12/11,47.6721,9.2029,436,18,60,43,84,8.6,16.8,25.4,7.105263158,67.8,7.714285714,10.51428571,0.62670068,9.272830009,8.295325279,0.315992653,0.022851525,23.70969963,-2.541939974,26.25164032,17.085186,1.831823468,17.48791504,1.056928992,944.9995117,26.70070076,10.7887001,0.279911041,332.8013,160.5608063,324.8934021,173.1672058
DKDEF1,NorthAm,6/9/11,41.304141,-84.393853,210,100,90,224,20,44.8,4,48.8,3.76,39,11.5,15.25,0,9.49132061,11.85362053,0.306755066,0.033276476,28.95809937,-9.683870316,38.64197159,18.91195869,-2.701550722,21.03544235,-3.08905077,869.9998779,21.36079979,10.1388998,0.198746249,269.6767883,159.434494,258.0031128,161.2126007
DKPIB1,NorthAm,6/13/11,41.654637,-82.830434,189,200,95,49,136,9.8,27.2,37,20.6,92.47826087,23.36956522,59.86956522,0.082614215,10.01303291,9.105993271,0.255115718,0.032870181,27.87100029,-7.822579861,35.69358063,21.03739548,-1.997580886,21.61916542,-2.210914373,856.9998169,21.13050079,9.903989792,0.199724704,264.3688965,157.7431946,260.2453003,158.050293
DMLAW1,NorthAm,6/1/11,40.278642,-74.742075,30,120,80,23,76,4.6,15.2,19.8,4.473684211,51.48529412,8.261904762,8.676470588,0.042930581,11.57505989,11.23316002,0.318365037,0.02971163,29.57099915,-5.712900162,35.28390121,22.13702393,0.570289254,22.28131485,0.532404602,1142.000122,28.06340027,17.06270027,0.120526344,332.1727905,250.9898987,330.417511,251.2205048
DMMAR1,Europe,6/29/11,50.8068,8.7537,251,14,80,0,15,0,4.285714286,4.285714286, ,76.35714286,33,42.64285714,0.243586612,8.821538925,7.946564674,0.315865308,0.021949941,22.53549957,-2.622580051,25.15807915,15.56604671,3.846531153,16.59766579,0.838891804,753.0006104,16.60829926,10.84150028,0.096092425,209.8215027,165.3435059,201.6761017,177.6495056
DMPRI1,NorthAm,6/9/11,40.328045,-74.673947,11,500,80,93,214,20.66666667,47.55555556,68.22222222,1.391666667,41.71428571,9.138888889,5.142857143,0.042428097,11.57505989,11.23316002,0.318365037,0.02971163,29.57099915,-5.712900162,35.28390121,22.13702393,0.570289254,22.28131485,0.532404602,1142.000122,28.06340027,17.06270027,0.120526344,332.1727905,250.9898987,330.417511,251.2205048
DMSB1,NorthAm,5/22/12,41.753,-86.26753,228,100,70,70,77,14,15.4,29.4,5.181818182,78.66071429,13.10714286,35.96428571,0.224904012,9.640667915,10.71962833,0.287140936,0.033066172,28.45809937,-8.874190331,37.33229065,21.02529526,-2.429094791,21.16400337,-2.818389893,979,22.94260025,11.05879974,0.178907678,283.6205139,177.9891052,283.3232117,182.4163971
DMSB2,NorthAm,5/24/12,41.7566,-86.2683,220,4000,50,69,68,13.8,13.6,27.4,2.242424242,63.3,7.32,21.28,0.331064935,9.640667915,10.71962833,0.287140936,0.033066172,28.45809937,-8.874190331,37.33229065,21.02529526,-2.429094791,21.16400337,-2.818389893,979,22.94260025,11.05879974,0.178907678,283.6205139,177.9891052,283.3232117,182.4163971
DMTIT1,NorthAm,6/15/11,40.302096,-74.86816,68,300,50,138,2,27.6,0.4,28,11.06097561,57,5.813953488,11.5,0.090567056,11.47098637,11.42496681,0.321976066,0.029852133,29.57099915,-5.912899971,35.48389816,22.04156494,0.403912306,22.19714928,0.356412321,1156.000244,27.80279922,17.29310036,0.114010401,330.9220886,253.9980927,329.6874084,254.3786011
DMZRH1,Europe,7/5/09,47.407601,8.54,455,13,50,10,147,2,29.4,31.4,7.6,51.65217391, ,12.91304348, ,8.999922752,7.786025047,0.306730837,0.021977451,22.87100029,-2.512900114,25.38389969,16.68866158,1.795036912,16.84300423,1.02174902,1101.000366,30.08279991,15.28279972,0.24167186,373.9183044,207.4423065,367.9625854,213.5476074
DSAGR1,Europe,7/17/09,51.894,10.714,192,150,90,25,24,6.25,6,12.25,19.05263158,42.55,4.45,7.2,0.520515873,8.510761261,7.936310768,0.320679754,0.021679061,22.04840088,-2.700000048,24.74839973,15.94093895,1.184056282,16.28597641,0.770807683,618.0001831,17.39599991,8.523369789,0.200696364,200.7518005,125.7550125,189.7613983,127.4101715
DSAGR2,Europe,7/17/09,51.893,10.713,193,100,75,109,33,24.22222222,7.333333333,31.55555556,10.8902439,48,2.875,10.45454545,0.458333333,8.510761261,7.936310768,0.320679754,0.021679061,22.04840088,-2.700000048,24.74839973,15.94093895,1.184056282,16.28597641,0.770807683,618.0001831,17.39599991,8.523369789,0.200696364,200.7518005,125.7550125,189.7613983,127.4101715
DSCRA1,NorthAm,6/1/11,40.66984,-74.312339,31,30,80,258,20,51.6,4,55.6,2.817567568,32.75,6.75,11.85714286,0.632440476,11.1892271,11.00683498,0.308537424,0.030222205,29.27099991,-6.40323019,35.67422867,21.61609268,-0.043920383,22.0436039,-0.072766535,1223.999878,26.9727993,18.44799995,0.089151047,331.9558105,269.7885132,328.1625977,270.8146973
DSCRA2,NorthAm,6/1/11,40.667309,-74.313025,31,50,30,1568,55,313.6,11,324.6,6.523809524,73.7826087,15.66666667,42.05833333,0.440441584,11.1892271,11.00683498,0.308537424,0.030222205,29.27099991,-6.40323019,35.67422867,21.61609268,-0.043920383,22.0436039,-0.072766535,1223.999878,26.9727993,18.44799995,0.089151047,331.9558105,269.7885132,328.1625977,270.8146973
DVERR,NorthAm,7/12/11,40.8061,-74.2375,191,20,90,239,10,47.8,2,49.8,7.019230769,38.75,2.566666667,23.5,0.467816092,11.1892271,11.00683498,0.308537424,0.030222205,29.27099991,-6.40323019,35.67422867,21.61609268,-0.043920383,22.0436039,-0.072766535,1223.999878,26.9727993,18.44799995,0.089151047,331.9558105,269.7885132,328.1625977,270.8146973
DVGM,NorthAm,7/19/11,40.87611111,-74.95630278,232,65,99,107,75,21.4,15,36.4,7.85,54.96428571,2.470588235,10.21428571,0.656038647,9.276247025,12.54955292,0.337002516,0.030397749,28.14520073,-9.093549728,37.23875046,19.85081482,-2.031790495,20.00354195,-2.082944155,1196.999756,26.42000008,17.51910019,0.105937771,332.7876892,255.6201019,332.743103,257.1184082
DVHMF1,NorthAm,6/13/11,40.49665833,-74.56766389,24,100,95,0,8,0,2.666666667,2.666666667, ,57.71428571,8.428571429,9,0.178911565,11.2289257,11.72551823,0.327056587,0.029643672,29.55809975,-6.293550014,35.85165024,21.46323013,0.236869618,21.88237762,0.199369609,1170.999756,28.46339989,17.06170082,0.116282903,336.6276855,256.0086975,333.8084106,257.0808105
DVHMF2,NorthAm,6/13/11,40.49863333,-74.56448611,24,5000,50,0,205,0,41,41, ,49.48484848,5.606060606,6.303030303,0.288814484,11.2289257,11.72551823,0.327056587,0.029643672,29.55809975,-6.293550014,35.85165024,21.46323013,0.236869618,21.88237762,0.199369609,1170.999756,28.46339989,17.06170082,0.116282903,336.6276855,256.0086975,333.8084106,257.0808105
DVJJ,NorthAm,7/19/11,40.913975,-74.921223,256,30,95,270,42,54,8.4,62.4,8.671052632,76.25,2.391304348,49.14285714,0.290674603,9.276247025,12.54955292,0.337002516,0.030397749,28.14520073,-9.093549728,37.23875046,19.85081482,-2.031790495,20.00354195,-2.082944155,1196.999756,26.42000008,17.51910019,0.105937771,332.7876892,255.6201019,332.743103,257.1184082
DVSC,NorthAm,7/19/11,41.2261,-74.7496,239,10,50,28,34,6.222222222,7.555555556,13.77777778,8,79.2,3.076923077,63.2,0.472222222,8.678679466,12.21392441,0.325089157,0.031202866,27.45809937,-10.11289978,37.57099915,17.43519592,-2.967543602,19.61207771,-3.00523591,1134,25.50880051,16.13349915,0.11648225,320.0455933,236.9989014,313.7988892,238.6121979
DVSMR1,NorthAm,7/12/11,40.735151,-74.306935,161,20,90,52,25,10.4,5,15.4,9.071428571,50,3.173913043,6.857142857,0.615327381,11.1892271,11.00683498,0.308537424,0.030222205,29.27099991,-6.40323019,35.67422867,21.61609268,-0.043920383,22.0436039,-0.072766535,1223.999878,26.9727993,18.44799995,0.089151047,331.9558105,269.7885132,328.1625977,270.8146973
DVSMR2,NorthAm,7/12/11,40.7477,-74.3,96,100,70,47,28,9.4,5.6,15,5.230769231,42.64705882,4.233333333,9.588235294,0.572370766,11.1892271,11.00683498,0.308537424,0.030222205,29.27099991,-6.40323019,35.67422867,21.61609268,-0.043920383,22.0436039,-0.072766535,1223.999878,26.9727993,18.44799995,0.089151047,331.9558105,269.7885132,328.1625977,270.8146973
DVWC,NorthAm,6/13/11,40.29718333,-74.86596667,24,50,85,408,0,81.6,0,81.6,11.3255814, ,2.813953488, ,0.309302326,11.47098637,11.42496681,0.321976066,0.029852133,29.57099915,-5.912899971,35.48389816,22.04156494,0.403912306,22.19714928,0.356412321,1156.000244,27.80279922,17.29310036,0.114010401,330.9220886,253.9980927,329.6874084,254.3786011
DWBCP1,NorthAm,7/17/11,41.10687,-73.64464,139,200,90,337,50,67.4,10,77.4,1.846666667, , ,4.5, ,10.62178516,10.53893375,0.302198321,0.029785287,28.27099991,-6.60323,34.87422943,10.04066849,-0.439686149,21.30099297,-0.452763081,1211.000122,25.60429955,19.14559937,0.067772701,323.0021973,281.1900024,299.1534119,282.5394897
DWBRP1,NorthAm,6/28/11,40.97859,-73.81267,38,300,95,416,74,83.2,14.8,98,5.440714286, , ,11.83333333, ,11.43851185,9.722455025,0.286008567,0.029711079,28.77099991,-5.222579956,33.99357986,10.80047321,0.430991918,22.16214943,0.42849192,1157.000122,24.56480026,18.45249939,0.07202816,308.8504944,265.8158875,294.5026855,266.6463013
DWHHP1,NorthAm,5/28/10,41.44861,-73.96345983,200.6,1000,80,606,23,121.2,4.6,125.8,9.4638,36.16058824,7.294117647,7.058823529,0.042760181,9.741291046,11.32448387,0.308894515,0.031119581,28.35810089,-8.303230286,36.66133118,20.29141998,-1.571216106,20.77355003,-1.832434177,1174.999756,24.44210052,18.21619987,0.077059038,309.7789917,259.2261963,308.4265137,261.0516968
DWHHP1_2011,NorthAm,5/26/11,41.44872,-73.96368,138,5000,95,684,21,152,4.666666667,156.6666667,5.61047619,48.6,12.2,13.92307692,0,9.741291046,11.32448387,0.308894515,0.031119581,28.35810089,-8.303230286,36.66133118,20.29141998,-1.571216106,20.77355003,-1.832434177,1174.999756,24.44210052,18.21619987,0.077059038,309.7789917,259.2261963,308.4265137,261.0516968
DWHHP2,NorthAm,5/28/10,41.44393,-73.96604983,195,50,85,315,13,63,2.6,65.6,4.4552,25.20692308,6.615384615,2.615384615,0.038461538,9.741291046,11.32448387,0.308894515,0.031119581,28.35810089,-8.303230286,36.66133118,20.29141998,-1.571216106,20.77355003,-1.832434177,1174.999756,24.44210052,18.21619987,0.077059038,309.7789917,259.2261963,308.4265137,261.0516968
DWHHP2_2011,NorthAm,4/26/11,41.44357,-73.96622,138,20,15,516,14,103.2,2.8,106,2.524468085,61.6875,0,13.875, ,9.741291046,11.32448387,0.308894515,0.031119581,28.35810089,-8.303230286,36.66133118,20.29141998,-1.571216106,20.77355003,-1.832434177,1174.999756,24.44210052,18.21619987,0.077059038,309.7789917,259.2261963,308.4265137,261.0516968
DWHHP3,NorthAm,5/28/10,41.43836983,-73.97033983,65,300,80,152,132,30.4,26.4,56.8,7.488125,49.19880952,12.5952381,10.76190476,0.087180941,9.741291046,11.32448387,0.308894515,0.031119581,28.35810089,-8.303230286,36.66133118,20.29141998,-1.571216106,20.77355003,-1.832434177,1174.999756,24.44210052,18.21619987,0.077059038,309.7789917,259.2261963,308.4265137,261.0516968
DWHHP3_2011,NorthAm,6/16/11,41.43835,-73.97069,84,250,87,386,4,77.2,0.8,78,7.674375,41,10,7.75,0.258838384,9.741291046,11.32448387,0.308894515,0.031119581,28.35810089,-8.303230286,36.66133118,20.29141998,-1.571216106,20.77355003,-1.832434177,1174.999756,24.44210052,18.21619987,0.077059038,309.7789917,259.2261963,308.4265137,261.0516968
DWLCC1,NorthAm,6/16/10,41.13036,-73.29739983,29.3,500,90,1732,32,346.4,6.4,352.8,5.5568,38.3052,7.48,7.52,0.322309524,10.09382058,10.71011165,0.303480693,0.030132715,27.87998948,-7.331740843,35.21173023,12.02739627,3.071544449,20.85129271,-1.091191207,1178.691527,25.3979022,18.88835954,0.076416806,315.307364,267.7234135,298.5551657,273.5933802
DWLCC1_2011,NorthAm,6/13/11,41.13036,-73.72974,192,150,90,1249,80,249.8,16,265.8,5.9824,54.02758621,10.75862069,13.75862069,0.247467039,10.6392622,10.33976936,0.296405196,0.030102875,28.37100029,-6.512899876,34.88389969,11.40899181,-0.53391695,21.41629982,-0.549878478,1224.000122,26.06340027,19.60519981,0.068247117,324.4558105,281.1661072,307.7831116,282.5385132
DWLCC2,NorthAm,5/26/10,41.12865,-73.73181983,198.1,100,95,484,114,96.8,22.8,119.6,4.2656,44.70227273,10.18181818,7.159090909,0.072428748,10.6392622,10.33976936,0.296405196,0.030102875,28.37100029,-6.512899876,34.88389969,11.40899181,-0.53391695,21.41629982,-0.549878478,1224.000122,26.06340027,19.60519981,0.068247117,324.4558105,281.1661072,307.7831116,282.5385132
DWLCC2_2011,NorthAm,7/13/11,41.12862,-73.73157,213,200,95,713,51,142.6,10.2,152.8,7.3702,42.6625,8.176470588,6.125,0.146428571,10.6392622,10.33976936,0.296405196,0.030102875,28.37100029,-6.512899876,34.88389969,11.40899181,-0.53391695,21.41629982,-0.549878478,1224.000122,26.06340027,19.60519981,0.068247117,324.4558105,281.1661072,307.7831116,282.5385132
DWLCC3,NorthAm,6/22/10,41.127415,-73.73046983,201.2,1000,90,638,47,127.6,9.4,137,6.773,42.907,6.833333333,6.833333333,0.101190476,10.6392622,10.33976936,0.296405196,0.030102875,28.37100029,-6.512899876,34.88389969,11.40899181,-0.53391695,21.41629982,-0.549878478,1224.000122,26.06340027,19.60519981,0.068247117,324.4558105,281.1661072,307.7831116,282.5385132
DWLCC3_2011,NorthAm,7/13/11,41.12756,-73.73038,231,500,95,123,185,24.6,37,61.6,5.175833333,38.14772727,3.531914894,4.431818182,0.545319795,10.6392622,10.33976936,0.296405196,0.030102875,28.37100029,-6.512899876,34.88389969,11.40899181,-0.53391695,21.41629982,-0.549878478,1224.000122,26.06340027,19.60519981,0.068247117,324.4558105,281.1661072,307.7831116,282.5385132
DWNSW1,NorthAm,6/29/11,40.9414,-73.80317,81,2000,95,672,86,134.4,17.2,151.6,3.96,33.33333333,1.333333333,2.933333333,0.71875,11.43851185,9.722455025,0.286008567,0.029711079,28.77099991,-5.222579956,33.99357986,10.80047321,0.430991918,22.16214943,0.42849192,1157.000122,24.56480026,18.45249939,0.07202816,308.8504944,265.8158875,294.5026855,266.6463013
DWNSW2,NorthAm,6/29/11,40.94063,-73.802817,73,25000,92,438,238,87.6,47.6,135.2,2.208,5.292857143,7.8125,5.040816327,0,11.43851185,9.722455025,0.286008567,0.029711079,28.77099991,-5.222579956,33.99357986,10.80047321,0.430991918,22.16214943,0.42849192,1157.000122,24.56480026,18.45249939,0.07202816,308.8504944,265.8158875,294.5026855,266.6463013
DWNYBG1,NorthAm,6/10/10,40.86032,-73.87327,28,200,95,0,130,0,37.14285714,37.14285714, ,59.53757576,8.606060606,8.666666667,0.393384057,11.58127022,9.706326485,0.283036262,0.030091545,29.07099915,-5.222579956,34.2935791,12.27758694,0.421260774,22.44387245,0.418953091,1171,24.94569969,18.44980049,0.0765073,310.1629944,263.4581909,303.763092,264.6112976
DWNYBG1_2011,NorthAm,5/14/11,40.8603,-73.87329,32,100,90,551,60,137.75,15,152.75,6.117222222,42.66923077,7,5.230769231,0.46000962,11.58127022,9.706326485,0.283036262,0.030091545,29.07099915,-5.222579956,34.2935791,12.27758694,0.421260774,22.44387245,0.418953091,1171,24.94569969,18.44980049,0.0765073,310.1629944,263.4581909,303.763092,264.6112976
DWNYBG2,NorthAm,5/19/10,40.86543,-73.87286,36.9,150,50,605,207,121,41.4,162.4,3.407,40.36727273,12.75,10.38636364,0.062195314,11.58127022,9.706326485,0.283036262,0.030091545,29.07099915,-5.222579956,34.2935791,12.27758694,0.421260774,22.44387245,0.418953091,1171,24.94569969,18.44980049,0.0765073,310.1629944,263.4581909,303.763092,264.6112976
DWNYBG2_2011,NorthAm,7/5/11,40.86553,-73.87291,45,750,80,736,46,147.2,9.2,156.4,6.694042553,59.225,7.818181818,10.3,0.449221359,11.58127022,9.706326485,0.283036262,0.030091545,29.07099915,-5.222579956,34.2935791,12.27758694,0.421260774,22.44387245,0.418953091,1171,24.94569969,18.44980049,0.0765073,310.1629944,263.4581909,303.763092,264.6112976
DWNYBG3,NorthAm,5/20/10,40.86063,-73.87727983,21.3,400,65,21,262,4.2,52.4,56.6,3.160588235,62.31075,11.6,10.9,0.149600375,11.58127022,9.706326485,0.283036262,0.030091545,29.07099915,-5.222579956,34.2935791,12.27758694,0.421260774,22.44387245,0.418953091,1171,24.94569969,18.44980049,0.0765073,310.1629944,263.4581909,303.763092,264.6112976
