GIFT_ID,PERIOD_START,PERIOD_END,GIFT,RECIPIENT_FIRST_NAME,RECIPIENT_LAST_NAME,RECIPIENT_TITLE,VALUE,DEPARTMENT,LOBBYIST_ID,LOBBYIST_FIRSTNAME,LOBBYIST_LASTNAME,CREATED_DATE
214,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Edward,Burke,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
208,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Michelle,Harris,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
203,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Pat,Dowell,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
1061,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift,Walter,Burnett,Alderman,30,CITY COUNCIL / ALDERMEN,8482,Daniel,Shomon,2013-01-18T00:00:00
822,2012-10-01T00:00:00,2012-12-31T00:00:00,wrist watch,Ray,Suarez,Alderman,10,CITY COUNCIL / ALDERMEN,9948,Graham,Grady,2013-01-07T00:00:00
1052,2012-10-01T00:00:00,2012-12-31T00:00:00,none,Pablo,Brezman,none,0,TRANSPORTATION,9187,Pablo,Brezman,2013-01-17T00:00:00
331,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Edgar,Ignacio,employee,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00
325,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Sheree,Jones,employee,12,POLICE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00
445,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Felicia,Davis,Ms.,40,MAYORS OFFICE,9562,James,Reynolds,2012-10-12T00:00:00
1082,2012-10-01T00:00:00,2012-12-31T00:00:00,none,Lars,Skugstad,none,0,MAYORS OFFICE,9914,Lars,Skugstad,2013-01-19T00:00:00
721,2012-01-01T00:00:00,2012-06-30T00:00:00,0,0,0,0,0,O'HARE MODERNIZATION PROJECT,9958,Helen,Shiller,2012-11-09T00:00:00
1484,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,AVIATION,11275,Steven,Ginsberg,2013-07-06T00:00:00
1567,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Cappleman,James,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1560,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Laurino,Margaret,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1321,2013-01-01T00:00:00,2013-03-31T00:00:00,none,Pablo,Brezman,none,0,MAYORS OFFICE,11319,Pablo,Brezman,2013-04-19T00:00:00
1381,2013-01-01T00:00:00,2013-03-31T00:00:00,0,Jody,Joy,Sales,0,FIRE DEPARTMENT,11402,Jody,Joy,2013-04-29T00:00:00
2181,2013-10-01T00:00:00,2013-12-31T00:00:00,candy,edith,stinson,Administration,15,FINANCE,11546,Constance,Zaio,2014-01-17T00:00:00
1461,2013-04-01T00:00:00,2013-06-30T00:00:00,None,None,None,None,0,BUILDINGS,11657,John,Suzuki,2013-07-02T00:00:00
1743,2013-04-01T00:00:00,2013-06-30T00:00:00,group lunch,Vegiovanni,Dardovski,Administrator,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00
2323,2013-10-01T00:00:00,2013-12-31T00:00:00,meal,Kimberly,DuBluclet,administrator,46,PARK DISTRICT,11568,Kimberly,McCullough,2014-02-04T00:00:00
1961,2013-10-01T00:00:00,2013-12-31T00:00:00,0,Gerald,Hollowell,Deputy Director of Comm,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,14981,Michele,Nelson,2013-12-16T00:00:00
1641,2013-01-01T00:00:00,2013-03-31T00:00:00,Breakfast,Harry,Osterman,Alderman,25,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00
2329,2013-10-01T00:00:00,2013-12-31T00:00:00,cookies,Brad,McConnell,asst.,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00
2328,2013-10-01T00:00:00,2013-12-31T00:00:00,cookies,Mary,Bonome,Dep. Commissioner,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00
2861,2014-07-01T00:00:00,2014-09-30T00:00:00,none,none,none,none,0,AVIATION,16297,Eric,Locke,2014-10-10T00:00:00
2381,2014-01-01T00:00:00,2014-03-31T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2014-04-04T00:00:00
2466,2014-01-01T00:00:00,2014-03-31T00:00:00,coffee,Jim,Raussen,Deputy Comptroller,3.96,FINANCE,17210,V. Lara,DeLeone,2014-04-16T00:00:00
2264,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,CHICAGO TRANSIT AUTHORITY (CTA),17328,Steven,Ginsberg,2014-01-22T00:00:00
2263,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00
2926,2014-07-01T00:00:00,2014-09-30T00:00:00,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Ray,Suarez,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00
2962,2014-07-01T00:00:00,2014-09-30T00:00:00,Dinner,Michael,Zalewski,Alderman,35,CITY COUNCIL / ALDERMEN,17601,Daniel,Lynch,2014-10-17T00:00:00
2983,2014-07-01T00:00:00,2014-09-30T00:00:00,Lunch,Adam,Gypalo,Chief of Staff,13.98,CITY COUNCIL / ALDERMEN,17548,Richard,Erickson,2014-10-20T00:00:00
3144,2014-10-01T00:00:00,2014-12-31T00:00:00,book,Ed,Burke,Alderman,20,CITY COUNCIL / ALDERMEN,17769,William,Filan,2015-01-23T00:00:00
3041,2014-04-01T00:00:00,2014-06-30T00:00:00,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,21642,COURTNEY,NOTTAGE,2014-10-30T00:00:00
3042,2014-07-01T00:00:00,2014-09-30T00:00:00,Beverage,Will,Burns,Alderman,2,CITY COUNCIL / ALDERMEN,21642,COURTNEY,NOTTAGE,2014-10-30T00:00:00
3201,2015-01-01T00:00:00,2015-03-31T00:00:00,None,None,None,None,0,BUILDINGS,22513,John,Suzuki,2015-04-07T00:00:00
3134,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Jessica,Duarte,PBV,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3132,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Tracy,Sanchez,Senior Program Manager,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3130,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Kari,Saba,VP Management,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3125,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Ellen,Sahli,Director,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
281,2012-01-01T00:00:00,2012-06-30T00:00:00,chocolates,Sylvia,Tienda,Commander,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00
89,2012-01-01T00:00:00,2012-06-30T00:00:00,breakfast,Brendan,Reilly,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00
269,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Will,Burns,alderman,20,CITY COUNCIL / ALDERMEN,5717,Joseph,McDermott,2012-08-29T00:00:00
1166,2012-10-01T00:00:00,2012-12-31T00:00:00,275 AT&T pens,Michelle,City via Ald. Smith,alderman,481.25,CITY COUNCIL / ALDERMEN,5547,Sylvia,Aldrete,2013-02-13T00:00:00
931,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Lona,Lane,Alderman,46.45,CITY COUNCIL / ALDERMEN,6982,Virginia,Pace,2013-01-14T00:00:00
382,2012-07-01T00:00:00,2012-09-30T00:00:00,0,Steven,Ginsberg,Member,0,AVIATION,5761,Steven,Ginsberg,2012-10-10T00:00:00
942,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Kari,Saba,Ms.,46.45,CHICAGO HOUSING AUTHORITY,5872,Lawrence,Pusateri,2013-01-14T00:00:00
101,2012-01-01T00:00:00,2012-06-30T00:00:00,water bottle at conference,Lois,Scott,CFO,4,FINANCE,5886,William,Thompson,2012-08-21T00:00:00
121,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast,Rahm,Emanuel,Mayor,35,CITY COUNCIL / ALDERMEN,5979,Gerald,Roper,2012-08-22T00:00:00
256,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Theresa,Mintle,Chief of Staff,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00
254,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Andrew,Mooney,commissioner,35,HOUSING AND ECONOMIC DEVELOPMENT,5980,Michael,Mini,2012-08-29T00:00:00
250,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Debra,Silverstein,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
246,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Ameya,Pawar,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
228,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Deborah,Graham,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
219,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Matthew,O'Shea,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
213,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Marty,Quinn,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
242,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Michele,Smith,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
240,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Mary,O'Connor,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
236,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Emma,Mitts,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
235,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Nicholas,Sposato,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
234,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Rey,Colon,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
231,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Scott,Waguespack,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
381,2012-07-01T00:00:00,2012-09-30T00:00:00,None,None,None,None,0,311 CITY SERVICES,6013,Audrey,Selin,2012-10-10T00:00:00
1085,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Kate,Gebo,VP Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9347,Kate,Gebo,2013-01-21T00:00:00
1083,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Kate,Gebo,VP Corporate Real Estate,0,LAW DEPARTMENT,9347,Kate,Gebo,2013-01-21T00:00:00
336,2012-01-01T00:00:00,2012-06-30T00:00:00,Breakfast,Mary,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00
1093,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Sandra,Widerborg,Director Corporate Real Estate,0,LAW DEPARTMENT,9345,Sandra,Widerborg,2013-01-21T00:00:00
801,2012-10-01T00:00:00,2012-12-31T00:00:00,na,na,na,na,0,311 CITY SERVICES,9182,John,Becker,2013-01-04T00:00:00
841,2012-10-01T00:00:00,2012-12-31T00:00:00,N/A,Lois,Scott,CFO,0,FINANCE,9183,Euriah,Bennett,2013-01-09T00:00:00
1183,2013-01-01T00:00:00,2013-03-31T00:00:00,.0,Matt,Stewart,Mr,0,TRANSPORTATION,10874,Gary,Engle,2013-04-01T00:00:00
1029,2012-10-01T00:00:00,2012-12-31T00:00:00,lunch,Scott,Waguespack,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00
1546,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Solis,Daniel,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1542,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,"Brookins, Jr.",Howard,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1539,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Lane,Lona,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1531,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Pope,John,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1530,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Beale,Anthony,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1571,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Silverstein,Debra,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1553,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Waguespack,Scott,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1263,2013-01-01T00:00:00,2013-03-31T00:00:00,Breakfast,Harry,Osterman,Alderman,25,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-04-12T00:00:00
1261,2013-01-01T00:00:00,2013-03-31T00:00:00,Breakfast,Ira,SIlverstein,Alderman,25,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-04-12T00:00:00
1401,2013-04-01T00:00:00,2013-06-30T00:00:00,0.00,Jody,Joy,Sales Rep,0,FIRE DEPARTMENT,11402,Jody,Joy,2013-06-28T00:00:00
2022,2013-10-01T00:00:00,2013-12-31T00:00:00,0.00,Edward,Ebertsch,Senior Automotive Equipment Analyst,0,FIRE DEPARTMENT,11402,Jody,Joy,2014-01-07T00:00:00
1502,2013-04-01T00:00:00,2013-06-30T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,11710,Morgan,Bassey,2013-07-08T00:00:00
2041,2013-10-01T00:00:00,2013-12-31T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,11710,Morgan,Bassey,2014-01-07T00:00:00
1361,2013-01-01T00:00:00,2013-03-31T00:00:00,none,Mendoza,Kevin,none,0,MAYORS OFFICE,12801,Kevin,Mendoza,2013-04-22T00:00:00
1822,2013-07-01T00:00:00,2013-09-30T00:00:00,0,Gerald,Hollowell,Director,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,14981,Michele,Nelson,2013-09-30T00:00:00
2142,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,Walter,Burnett,Alderman,27,CITY COUNCIL / ALDERMEN,15481,Lawrence,Pusateri,2014-01-15T00:00:00
2481,2014-01-01T00:00:00,2014-03-31T00:00:00,none,none,None,none,0,AVIATION,16297,Eric,Locke,2014-04-18T00:00:00
2167,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Jolene,Saul,Ms.,27,CHICAGO HOUSING AUTHORITY,15686,Virginia,Pace,2014-01-16T00:00:00
2561,2014-04-01T00:00:00,2014-06-30T00:00:00,0,Jerry,Knapp,Deputy Chief,0,FIRE DEPARTMENT,17032,Michele,Nelson,2014-06-30T00:00:00
2267,2013-01-01T00:00:00,2013-03-31T00:00:00,0,Steven,Ginsberg,Attorney,0,CHICAGO TRANSIT AUTHORITY (CTA),17328,Steven,Ginsberg,2014-01-22T00:00:00
2462,2014-01-01T00:00:00,2014-03-31T00:00:00,Meal,Steve,Koch,Deputy Mayor,39,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00
2801,2014-07-01T00:00:00,2014-09-30T00:00:00,None,None,None,None,0,BUILDINGS,17181,John,Suzuki,2014-10-01T00:00:00
3138,2014-10-01T00:00:00,2014-12-31T00:00:00,Candy,Carl,Erickson,Adm. Asst.,15,CITY COUNCIL / ALDERMEN,17475,Constance,Zaio,2015-01-19T00:00:00
3022,2014-07-01T00:00:00,2014-09-30T00:00:00,Beverage,Will,Burns,Alderman,2,CITY COUNCIL / ALDERMEN,21562,COURTNEY,NOTTAGE,2014-10-27T00:00:00
3133,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Andy,Mooney,Program Director,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3131,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Tim,Veenstra,Senior Real Estate Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3126,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Jolene,Saul,Director PRA Program,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
582,2012-07-01T00:00:00,2012-09-30T00:00:00,meal/snack,Anthony,Beale,alderman,13,CITY COUNCIL / ALDERMEN,6123,Amy,Brennan,2012-10-30T00:00:00
621,2012-07-01T00:00:00,2012-09-30T00:00:00,NONE,Amy,Malick,Deputy Commissioner,0,AVIATION,7024,Michael,Romanco,2012-11-04T00:00:00
936,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Walter,Burnett,Alderman,46.45,CITY COUNCIL / ALDERMEN,6982,Virginia,Pace,2013-01-14T00:00:00
384,2012-07-01T00:00:00,2012-09-30T00:00:00,0,Steven,Ginsberg,Member,0,CHICAGO TRANSIT AUTHORITY (CTA),5761,Steven,Ginsberg,2012-10-10T00:00:00
383,2012-07-01T00:00:00,2012-09-30T00:00:00,0,Steven,Ginsberg,Member,0,CHICAGO PUBLIC SCHOOLS,5761,Steven,Ginsberg,2012-10-10T00:00:00
61,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Mary,O'Connor,Alderman,41,CITY TREASURER,5778,Margaret,Houlihan,2012-08-13T00:00:00
1048,2012-10-01T00:00:00,2012-12-31T00:00:00,Lunch,Mary,O'Connor,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00
1045,2012-10-01T00:00:00,2012-12-31T00:00:00,Lunch,Roberto,Maldonado,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00
962,2012-10-01T00:00:00,2012-12-31T00:00:00,Brownies,Don,Oshita,Mr.,30.5,CHICAGO HOUSING AUTHORITY,5872,Lawrence,Pusateri,2013-01-15T00:00:00
253,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Rosemary,Krimbel,commissioner,35,BUSINESS AFFAIRS AND CONSUMER PROTECTION (BACP),5980,Michael,Mini,2012-08-29T00:00:00
244,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,John,Arena,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
215,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Toni,Foulkes,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
267,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Gary,McCarthy,commissioner,35,POLICE DEPARTMENT,5980,Michael,Mini,2012-08-29T00:00:00
207,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Sandi,Jackson,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
233,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Carrie,Austin,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
230,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Ray,Suarez,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
1124,2012-10-01T00:00:00,2012-12-31T00:00:00,cookies,Kathleen,Dickhut,Dep. Comm,35,HOUSING AND ECONOMIC DEVELOPMENT,8124,Stephen,Friedman,2013-01-30T00:00:00
321,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Jacob,Stern,Exec. Asst,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00
781,2012-10-01T00:00:00,2012-12-31T00:00:00,None,None,None,None,0,LAW DEPARTMENT,9195,Thomas,Chapman,2013-01-02T00:00:00
335,2012-01-01T00:00:00,2012-06-30T00:00:00,breakfast,Timothy,Cullerton,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00
1097,2012-10-01T00:00:00,2012-12-31T00:00:00,0.00,N/A,N/A,N/A,0,BOARD OF ETHICS,9240,Charlotte,Knight-Marshall,2013-01-22T00:00:00
1041,2012-10-01T00:00:00,2012-12-31T00:00:00,none,Bernard,Parisot,none,0,CITY COUNCIL / ALDERMEN,9266,Bernard,Parisot,2013-01-17T00:00:00
329,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Cheryl,Tomaszenski,employee,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00
581,2012-07-01T00:00:00,2012-09-30T00:00:00,Candy,Edgar,Ignacio,Chief of Medical,10,FIRE DEPARTMENT,9219,Amy,Garman,2012-10-30T00:00:00
446,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Pamela,Jergensen,Ms.,40,CHICAGO PUBLIC SCHOOLS,9562,James,Reynolds,2012-10-12T00:00:00
450,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Danielle,Mostert,Ms.,40,CITY TREASURER,9562,James,Reynolds,2012-10-12T00:00:00
905,2012-10-01T00:00:00,2012-12-31T00:00:00,Lunch,Will,Burns,Alderman,17.67,CITY COUNCIL / ALDERMEN,10282,COURTNEY,NOTTAGE,2013-01-14T00:00:00
1026,2012-10-01T00:00:00,2012-12-31T00:00:00,lunch,John,Arena,Alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00
1482,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,PARK DISTRICT,11275,Steven,Ginsberg,2013-07-06T00:00:00
1481,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,CHICAGO TRANSIT AUTHORITY (CTA),11275,Steven,Ginsberg,2013-07-06T00:00:00
1545,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Chandler,Michael,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1544,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Zalewski,Michael,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1541,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Cochran,Willie,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1535,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Burke,Ed,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1526,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Hairston,Leslie,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1523,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Fioretti,Bob,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1559,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Cullerton,Tim,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1557,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Sposato,Nicholas,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1548,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,"Burnett, Jr.",Walter,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1264,2013-01-01T00:00:00,2013-03-31T00:00:00,Breakfast,Margaret,Laurino,Alderman,25,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2013-04-12T00:00:00
1921,2013-07-01T00:00:00,2013-09-30T00:00:00,Cookies,walter,burnett,Alderman,6,CITY COUNCIL / ALDERMEN,11546,Constance,Zaio,2013-10-24T00:00:00
2221,2013-10-01T00:00:00,2013-12-31T00:00:00,None,None,None,None,0,BUILDINGS,11657,John,Suzuki,2014-01-20T00:00:00
1362,2013-01-01T00:00:00,2013-03-31T00:00:00,none,none,none,none,0,ADMINISTRATIVE HEARINGS,11372,Bernard,Parisot,2013-04-22T00:00:00
2321,2013-10-01T00:00:00,2013-12-31T00:00:00,meal,Carrie,Austin,Alderman,46,CITY COUNCIL / ALDERMEN,11568,Kimberly,McCullough,2014-02-04T00:00:00
1681,2013-04-01T00:00:00,2013-06-30T00:00:00,None,None,None,None,0,AVIATION,11711,Eric,Locke,2013-07-19T00:00:00
2150,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,Andy,Mooney,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00
2148,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,Lona,Lane,Alderman,27,CITY COUNCIL / ALDERMEN,15481,Lawrence,Pusateri,2014-01-15T00:00:00
